elapsed_ms,datetime_utc,latitude_deg,longitude_deg,relative_height_ft,preview_page,satellites,gps_level,state_raw,state
57700,2022-02-22T19:13:28Z,47.48037272,-53.00772223,192.913392,109,14,0,6,P-GPS
57800,2022-02-22T19:13:28Z,47.48037123,-53.00772885,192.585308,109,14,0,6,P-GPS
57900,2022-02-22T19:13:28Z,47.48036971,-53.00773589,192.585308,109,15,0,6,P-GPS
58000,2022-02-22T19:13:28Z,47.48036824,-53.00774264,192.585308,109,15,0,6,P-GPS
58100,2022-02-22T19:13:28Z,47.4803668,-53.00774944,192.585308,109,15,0,6,P-GPS
58200,2022-02-22T19:13:28Z,47.48036521,-53.00775656,192.585308,109,15,0,6,P-GPS
58300,2022-02-22T19:13:29Z,47.48036371,-53.0077635,192.585308,109,15,0,6,P-GPS
58400,2022-02-22T19:13:29Z,47.48036209,-53.00777081,192.585308,109,15,0,6,P-GPS
58500,2022-02-22T19:13:29Z,47.48036053,-53.0077782,192.585308,109,15,0,6,P-GPS
58600,2022-02-22T19:13:29Z,47.48035902,-53.0077852,192.585308,109,15,0,6,P-GPS
58700,2022-02-22T19:13:29Z,47.48035763,-53.00779232,192.585308,109,15,0,6,P-GPS
58800,2022-02-22T19:13:29Z,47.48035628,-53.0077994,192.585308,109,15,0,6,P-GPS
58900,2022-02-22T19:13:29Z,47.48035507,-53.00780686,192.585308,109,14,0,6,P-GPS
59000,2022-02-22T19:13:29Z,47.48035401,-53.00781389,192.257224,109,14,0,6,P-GPS
59100,2022-02-22T19:13:29Z,47.48035323,-53.00782085,192.257224,109,14,0,6,P-GPS
59200,2022-02-22T19:13:29Z,47.48035253,-53.00782779,192.257224,109,14,0,6,P-GPS
59300,2022-02-22T19:13:30Z,47.48035205,-53.00783511,192.257224,109,14,0,6,P-GPS
59400,2022-02-22T19:13:30Z,47.48035164,-53.00784211,192.257224,109,14,0,6,P-GPS
59500,2022-02-22T19:13:30Z,47.4803514,-53.00784947,192.257224,109,14,0,6,P-GPS
59600,2022-02-22T19:13:30Z,47.48035114,-53.00785652,192.257224,109,14,0,6,P-GPS
59700,2022-02-22T19:13:30Z,47.48035093,-53.00786389,192.257224,109,14,0,6,P-GPS
59800,2022-02-22T19:13:30Z,47.48035064,-53.00787095,192.257224,109,14,0,6,P-GPS
59900,2022-02-22T19:13:30Z,47.48035034,-53.007878,192.257224,109,14,0,6,P-GPS
60000,2022-02-22T19:13:30Z,47.48034992,-53.00788505,192.257224,109,14,0,6,P-GPS
60100,2022-02-22T19:13:30Z,47.48034935,-53.00789208,192.257224,109,15,0,6,P-GPS
60200,2022-02-22T19:13:30Z,47.4803487,-53.00789908,192.257224,109,15,0,6,P-GPS
60300,2022-02-22T19:13:31Z,47.4803478,-53.00790601,192.257224,109,15,0,6,P-GPS
60400,2022-02-22T19:13:31Z,47.48034685,-53.00791323,192.257224,109,15,0,6,P-GPS
60500,2022-02-22T19:13:31Z,47.48034578,-53.0079198,192.257224,109,15,0,6,P-GPS
60600,2022-02-22T19:13:31Z,47.48034477,-53.00792639,192.257224,109,15,0,6,P-GPS
60700,2022-02-22T19:13:31Z,47.48034353,-53.00793324,192.257224,109,15,0,6,P-GPS
60900,2022-02-22T19:13:31Z,47.48034116,-53.00794733,192.257224,118,15,0,6,P-GPS
61000,2022-02-22T19:13:31Z,47.48034,-53.00795447,192.257224,118,15,0,6,P-GPS
61100,2022-02-22T19:13:31Z,47.4803389,-53.00796099,192.257224,118,15,0,6,P-GPS
61200,2022-02-22T19:13:31Z,47.48033776,-53.00796784,192.257224,118,15,0,6,P-GPS
61300,2022-02-22T19:13:32Z,47.4803366,-53.00797477,191.92914,118,15,0,6,P-GPS
61400,2022-02-22T19:13:32Z,47.48033544,-53.00798162,191.92914,118,15,0,6,P-GPS
61500,2022-02-22T19:13:32Z,47.48033428,-53.00798855,191.601056,118,15,0,6,P-GPS
61600,2022-02-22T19:13:32Z,47.4803331,-53.00799535,191.601056,118,15,0,6,P-GPS
61700,2022-02-22T19:13:32Z,47.48033176,-53.00800293,191.272972,118,15,0,6,P-GPS
61800,2022-02-22T19:13:32Z,47.48033049,-53.00800991,191.272972,118,15,0,6,P-GPS
61900,2022-02-22T19:13:32Z,47.48032924,-53.00801654,191.272972,118,15,0,6,P-GPS
62000,2022-02-22T19:13:32Z,47.48032795,-53.00802314,191.272972,118,15,0,6,P-GPS
62100,2022-02-22T19:13:32Z,47.48032658,-53.00803009,191.272972,118,15,0,6,P-GPS
62200,2022-02-22T19:13:32Z,47.48032524,-53.00803669,190.944888,118,15,0,6,P-GPS
62300,2022-02-22T19:13:32Z,47.48032382,-53.00804366,190.944888,118,15,0,6,P-GPS
62400,2022-02-22T19:13:32Z,47.48032243,-53.00805027,190.944888,118,15,0,6,P-GPS
62500,2022-02-22T19:13:33Z,47.48032093,-53.00805728,190.616804,118,15,0,6,P-GPS
62600,2022-02-22T19:13:33Z,47.48031948,-53.00806393,190.616804,118,15,0,6,P-GPS
62700,2022-02-22T19:13:33Z,47.48031802,-53.00807073,190.616804,118,15,0,6,P-GPS
62800,2022-02-22T19:13:33Z,47.48031655,-53.00807745,190.28872,118,15,0,6,P-GPS
62900,2022-02-22T19:13:33Z,47.48031503,-53.00808446,190.28872,118,15,0,6,P-GPS
63000,2022-02-22T19:13:33Z,47.48031351,-53.00809131,189.960636,118,15,0,6,P-GPS
63100,2022-02-22T19:13:33Z,47.48031188,-53.00809825,189.960636,118,15,0,6,P-GPS
63200,2022-02-22T19:13:33Z,47.48031031,-53.0081049,189.632552,118,15,0,6,P-GPS
63300,2022-02-22T19:13:34Z,47.48030872,-53.0081117,189.632552,118,15,0,6,P-GPS
63400,2022-02-22T19:13:34Z,47.48030711,-53.00811847,189.304468,118,15,0,6,P-GPS
63500,2022-02-22T19:13:34Z,47.48030538,-53.00812567,189.304468,118,15,0,6,P-GPS
63600,2022-02-22T19:13:34Z,47.4803038,-53.00813215,188.976384,118,16,0,6,P-GPS
63700,2022-02-22T19:13:34Z,47.48030202,-53.00813989,188.976384,118,15,0,6,P-GPS
63800,2022-02-22T19:13:34Z,47.48030026,-53.00814741,188.6483,118,15,0,6,P-GPS
63900,2022-02-22T19:13:34Z,47.48029854,-53.00815457,188.6483,118,15,0,6,P-GPS
64000,2022-02-22T19:13:34Z,47.4802968,-53.00816192,188.320216,118,15,0,6,P-GPS
64200,2022-02-22T19:13:34Z,47.48029505,-53.00816921,187.664048,118,15,0,6,P-GPS
64300,2022-02-22T19:13:34Z,47.48029328,-53.00817683,187.335964,118,15,0,6,P-GPS
64400,2022-02-22T19:13:34Z,47.48029148,-53.00818445,187.00788,118,15,0,6,P-GPS
64500,2022-02-22T19:13:35Z,47.48028968,-53.00819221,186.679796,118,15,0,6,P-GPS
64600,2022-02-22T19:13:35Z,47.48028776,-53.00820033,186.351712,118,15,0,6,P-GPS
64700,2022-02-22T19:13:35Z,47.48028592,-53.00820824,186.023628,118,15,0,6,P-GPS
64800,2022-02-22T19:13:35Z,47.48028403,-53.00821625,185.695544,118,15,0,6,P-GPS
64900,2022-02-22T19:13:35Z,47.48028203,-53.00822499,185.039376,118,15,0,6,P-GPS
65000,2022-02-22T19:13:35Z,47.48027998,-53.00823388,184.711292,118,15,0,6,P-GPS
65100,2022-02-22T19:13:35Z,47.48027806,-53.00824261,184.383208,118,15,0,6,P-GPS
65200,2022-02-22T19:13:35Z,47.48027599,-53.00825186,184.055124,118,15,0,6,P-GPS
65300,2022-02-22T19:13:36Z,47.48027401,-53.00826109,183.398956,118,15,0,6,P-GPS
65400,2022-02-22T19:13:36Z,47.48027194,-53.00827038,182.742788,118,15,0,6,P-GPS
65600,2022-02-22T19:13:36Z,47.48026762,-53.00828994,181.430452,127,15,0,6,P-GPS
65700,2022-02-22T19:13:36Z,47.48026548,-53.00830009,180.774284,127,15,0,6,P-GPS
65800,2022-02-22T19:13:36Z,47.4802633,-53.0083102,179.790032,127,15,0,6,P-GPS
65900,2022-02-22T19:13:36Z,47.48026117,-53.00832063,179.133864,127,15,0,6,P-GPS
66000,2022-02-22T19:13:36Z,47.48025896,-53.00833101,178.477696,127,15,0,6,P-GPS
66100,2022-02-22T19:13:36Z,47.48025683,-53.00834137,177.493444,127,15,0,6,P-GPS
66200,2022-02-22T19:13:36Z,47.48025463,-53.00835166,176.837276,127,15,0,6,P-GPS
66300,2022-02-22T19:13:37Z,47.48025237,-53.00836254,176.181108,127,13,0,6,P-GPS
66400,2022-02-22T19:13:37Z,47.48025012,-53.00837294,175.52494,127,13,0,6,P-GPS
66500,2022-02-22T19:13:37Z,47.48024792,-53.00838337,174.868772,127,14,0,6,P-GPS
66600,2022-02-22T19:13:37Z,47.48024563,-53.00839381,174.212604,127,14,0,6,P-GPS
66700,2022-02-22T19:13:37Z,47.48024333,-53.00840417,173.88452,127,15,0,6,P-GPS
66800,2022-02-22T19:13:37Z,47.48024097,-53.00841447,173.228352,127,15,0,6,P-GPS
66900,2022-02-22T19:13:37Z,47.48023848,-53.00842505,172.900268,127,15,0,6,P-GPS
67000,2022-02-22T19:13:37Z,47.48023606,-53.00843503,172.572184,127,15,0,6,P-GPS
67100,2022-02-22T19:13:37Z,47.48023361,-53.0084445,172.572184,127,15,0,6,P-GPS
67200,2022-02-22T19:13:37Z,47.48023113,-53.00845395,172.572184,127,15,0,6,P-GPS
67300,2022-02-22T19:13:38Z,47.48022844,-53.00846345,172.900268,127,15,0,6,P-GPS
67400,2022-02-22T19:13:38Z,47.48022588,-53.00847267,173.228352,127,15,0,6,P-GPS
67500,2022-02-22T19:13:38Z,47.48022312,-53.00848227,173.228352,127,15,0,6,P-GPS
67600,2022-02-22T19:13:38Z,47.48022051,-53.00849165,173.228352,127,15,0,6,P-GPS
67700,2022-02-22T19:13:38Z,47.48021786,-53.00850096,173.228352,127,15,0,6,P-GPS
67800,2022-02-22T19:13:38Z,47.48021525,-53.00851048,173.228352,127,15,0,6,P-GPS
67900,2022-02-22T19:13:38Z,47.48021264,-53.00852007,172.900268,127,15,0,6,P-GPS
68000,2022-02-22T19:13:38Z,47.48021005,-53.00852985,172.572184,127,15,0,6,P-GPS
68100,2022-02-22T19:13:38Z,47.4802074,-53.00854033,172.2441,127,15,0,6,P-GPS
68200,2022-02-22T19:13:38Z,47.48020487,-53.0085504,172.2441,127,15,0,6,P-GPS
68300,2022-02-22T19:13:39Z,47.48020238,-53.00856072,171.916016,127,15,0,6,P-GPS
68400,2022-02-22T19:13:39Z,47.48019988,-53.00857099,171.587932,127,15,0,6,P-GPS
68500,2022-02-22T19:13:39Z,47.48019732,-53.00858184,171.587932,127,15,0,6,P-GPS
68600,2022-02-22T19:13:39Z,47.48019476,-53.00859255,171.587932,127,15,0,6,P-GPS
68700,2022-02-22T19:13:39Z,47.48019226,-53.00860318,171.587932,127,15,0,6,P-GPS
68800,2022-02-22T19:13:39Z,47.48018989,-53.00861307,171.587932,127,15,0,6,P-GPS
68900,2022-02-22T19:13:39Z,47.4801876,-53.00862264,171.587932,127,15,0,6,P-GPS
69000,2022-02-22T19:13:39Z,47.48018524,-53.00863237,171.916016,127,15,0,6,P-GPS
69100,2022-02-22T19:13:39Z,47.48018311,-53.00864071,171.916016,127,14,0,6,P-GPS
69200,2022-02-22T19:13:39Z,47.48018091,-53.0086493,171.916016,127,14,0,6,P-GPS
69300,2022-02-22T19:13:39Z,47.48017884,-53.00865691,172.2441,127,14,0,6,P-GPS
69400,2022-02-22T19:13:39Z,47.48017695,-53.00866406,172.2441,127,14,0,6,P-GPS
69500,2022-02-22T19:13:40Z,47.48017505,-53.00867119,171.916016,127,14,0,6,P-GPS
69600,2022-02-22T19:13:40Z,47.48017337,-53.00867769,171.587932,127,14,0,6,P-GPS
69700,2022-02-22T19:13:40Z,47.48017184,-53.00868304,171.259848,127,14,0,6,P-GPS
69800,2022-02-22T19:13:40Z,47.48017044,-53.00868822,170.60368,127,14,0,6,P-GPS
69900,2022-02-22T19:13:40Z,47.48016914,-53.00869207,170.275596,127,14,0,6,P-GPS
70000,2022-02-22T19:13:40Z,47.48016798,-53.00869589,169.947512,127,14,0,6,P-GPS
70200,2022-02-22T19:13:40Z,47.48016579,-53.00870199,168.96326,136,14,0,6,P-GPS
70300,2022-02-22T19:13:40Z,47.48016479,-53.00870401,168.307092,136,14,0,6,P-GPS
70400,2022-02-22T19:13:41Z,47.48016396,-53.00870582,167.979008,136,14,0,6,P-GPS
70500,2022-02-22T19:13:41Z,47.48016301,-53.00870686,167.32284,136,14,0,6,P-GPS
70600,2022-02-22T19:13:41Z,47.48016215,-53.00870745,166.994756,136,14,0,6,P-GPS
70700,2022-02-22T19:13:41Z,47.48016137,-53.00870786,166.338588,136,14,0,6,P-GPS
70800,2022-02-22T19:13:41Z,47.48016049,-53.00870786,166.010504,136,14,0,6,P-GPS
70900,2022-02-22T19:13:41Z,47.4801597,-53.00870777,165.354336,136,14,0,6,P-GPS
71000,2022-02-22T19:13:41Z,47.48015878,-53.00870763,165.026252,136,14,0,6,P-GPS
71100,2022-02-22T19:13:41Z,47.48015802,-53.0087074,164.698168,136,14,0,6,P-GPS
71200,2022-02-22T19:13:41Z,47.48015711,-53.00870721,164.042,136,14,0,6,P-GPS
71400,2022-02-22T19:13:41Z,47.48015639,-53.00870686,163.385832,136,14,0,6,P-GPS
71600,2022-02-22T19:13:42Z,47.48015497,-53.00870674,162.729664,136,14,0,6,P-GPS
71700,2022-02-22T19:13:42Z,47.48015429,-53.00870743,162.40158,136,14,0,6,P-GPS
71800,2022-02-22T19:13:42Z,47.48015381,-53.00870805,162.40158,136,14,0,6,P-GPS
71900,2022-02-22T19:13:42Z,47.48015337,-53.00870947,162.073496,136,13,0,6,P-GPS
72000,2022-02-22T19:13:42Z,47.48015309,-53.00871085,161.745412,136,13,0,6,P-GPS
72100,2022-02-22T19:13:42Z,47.48015291,-53.00871312,161.745412,136,14,0,6,P-GPS
72200,2022-02-22T19:13:42Z,47.48015283,-53.00871538,161.745412,136,14,0,6,P-GPS
72300,2022-02-22T19:13:42Z,47.48015288,-53.00871836,161.745412,136,14,0,6,P-GPS
72400,2022-02-22T19:13:42Z,47.480153,-53.00872139,161.745412,136,14,0,6,P-GPS
72500,2022-02-22T19:13:43Z,47.48015329,-53.00872514,161.745412,136,14,0,6,P-GPS
72600,2022-02-22T19:13:43Z,47.48015358,-53.00872887,161.745412,136,14,0,6,P-GPS
72700,2022-02-22T19:13:43Z,47.48015405,-53.00873307,161.745412,136,14,0,6,P-GPS
72800,2022-02-22T19:13:43Z,47.48015449,-53.00873729,161.745412,136,14,0,6,P-GPS
72900,2022-02-22T19:13:43Z,47.48015515,-53.00874198,161.745412,136,14,0,6,P-GPS
73000,2022-02-22T19:13:43Z,47.48015573,-53.00874646,161.417328,136,14,0,6,P-GPS
73100,2022-02-22T19:13:43Z,47.48015653,-53.00875092,161.089244,136,14,0,6,P-GPS
73200,2022-02-22T19:13:43Z,47.48015726,-53.00875548,160.433076,136,14,0,6,P-GPS
73300,2022-02-22T19:13:44Z,47.48015817,-53.00875997,159.448824,136,14,0,6,P-GPS
73400,2022-02-22T19:13:44Z,47.48015903,-53.00876472,158.464572,136,14,0,6,P-GPS
73500,2022-02-22T19:13:44Z,47.48016009,-53.00876945,157.48032,136,14,0,6,P-GPS
73600,2022-02-22T19:13:44Z,47.48016106,-53.00877428,156.496068,136,14,0,6,P-GPS
73700,2022-02-22T19:13:44Z,47.48016239,-53.0087793,155.511816,136,14,0,6,P-GPS
73800,2022-02-22T19:13:44Z,47.48016355,-53.0087845,154.527564,136,14,0,6,P-GPS
73900,2022-02-22T19:13:44Z,47.48016495,-53.00878971,153.543312,136,14,0,6,P-GPS
74000,2022-02-22T19:13:44Z,47.48016612,-53.00879496,152.887144,136,14,0,6,P-GPS
74100,2022-02-22T19:13:44Z,47.48016744,-53.00880006,152.230976,136,15,0,6,P-GPS
74200,2022-02-22T19:13:44Z,47.48016859,-53.00880545,151.574808,136,15,0,6,P-GPS
74300,2022-02-22T19:13:45Z,47.48016979,-53.00881084,150.91864,136,15,0,6,P-GPS
74400,2022-02-22T19:13:45Z,47.48017085,-53.00881646,150.262472,136,15,0,6,P-GPS
74500,2022-02-22T19:13:45Z,47.48017188,-53.00882205,149.606304,136,13,0,6,P-GPS
74600,2022-02-22T19:13:45Z,47.48017291,-53.00882812,148.950136,136,13,0,6,P-GPS
74700,2022-02-22T19:13:45Z,47.4801738,-53.00883393,148.293968,136,15,0,6,P-GPS
74800,2022-02-22T19:13:45Z,47.48017471,-53.00883991,147.309716,136,15,0,6,P-GPS
75000,2022-02-22T19:13:45Z,47.48017649,-53.00885243,145.669296,145,13,0,6,P-GPS
75100,2022-02-22T19:13:45Z,47.48017755,-53.00885929,144.685044,145,13,0,6,P-GPS
75200,2022-02-22T19:13:45Z,47.48017857,-53.00886595,143.700792,145,13,0,6,P-GPS
75300,2022-02-22T19:13:46Z,47.48017965,-53.00887313,142.71654,145,12,0,6,P-GPS
75400,2022-02-22T19:13:46Z,47.48018064,-53.00888004,141.732288,145,12,0,6,P-GPS
75500,2022-02-22T19:13:46Z,47.48018164,-53.00888714,140.748036,145,13,0,6,P-GPS
75600,2022-02-22T19:13:46Z,47.48018261,-53.00889432,139.763784,145,13,0,6,P-GPS
75700,2022-02-22T19:13:46Z,47.48018365,-53.00890207,138.779532,145,12,0,6,P-GPS
75800,2022-02-22T19:13:46Z,47.48018463,-53.00890956,137.79528,145,12,0,6,P-GPS
75900,2022-02-22T19:13:46Z,47.48018566,-53.00891727,136.811028,145,14,0,6,P-GPS
76000,2022-02-22T19:13:46Z,47.48018674,-53.00892548,135.826776,145,14,0,6,P-GPS
76100,2022-02-22T19:13:46Z,47.48018793,-53.00893389,134.842524,145,13,0,6,P-GPS
76200,2022-02-22T19:13:46Z,47.48018906,-53.008942,133.858272,145,13,0,6,P-GPS
76300,2022-02-22T19:13:47Z,47.48019038,-53.00895071,132.87402,145,13,0,6,P-GPS
76400,2022-02-22T19:13:47Z,47.48019161,-53.00895905,131.889768,145,13,0,6,P-GPS
76500,2022-02-22T19:13:47Z,47.48019292,-53.00896738,130.905516,145,14,0,6,P-GPS
76600,2022-02-22T19:13:47Z,47.48019421,-53.00897572,129.921264,145,14,0,6,P-GPS
76700,2022-02-22T19:13:47Z,47.48019559,-53.00898388,128.937012,145,14,0,6,P-GPS
76800,2022-02-22T19:13:47Z,47.48019692,-53.00899203,127.95276,145,14,0,6,P-GPS
76900,2022-02-22T19:13:47Z,47.48019837,-53.00900025,127.296592,145,12,0,6,P-GPS
77000,2022-02-22T19:13:47Z,47.48019963,-53.00900764,126.31234,145,16,0,6,P-GPS
77100,2022-02-22T19:13:47Z,47.48020113,-53.00901578,125.328088,145,12,0,6,P-GPS
77200,2022-02-22T19:13:48Z,47.48020244,-53.00902282,124.343836,145,13,0,6,P-GPS
77300,2022-02-22T19:13:48Z,47.48020368,-53.00902962,123.359584,145,13,0,6,P-GPS
77400,2022-02-22T19:13:48Z,47.48020482,-53.00903555,122.703416,145,13,0,6,P-GPS
77500,2022-02-22T19:13:48Z,47.48020596,-53.00904131,121.719164,145,13,0,6,P-GPS
77600,2022-02-22T19:13:48Z,47.4802069,-53.0090461,120.734912,145,12,0,6,P-GPS
77700,2022-02-22T19:13:48Z,47.48020775,-53.00905048,119.75066,145,12,0,6,P-GPS
77800,2022-02-22T19:13:48Z,47.48020839,-53.00905405,118.766408,145,13,0,6,P-GPS
77900,2022-02-22T19:13:48Z,47.480209,-53.00905745,117.782156,145,13,0,6,P-GPS
78000,2022-02-22T19:13:48Z,47.4802093,-53.00906001,116.797904,145,13,0,6,P-GPS
78200,2022-02-22T19:13:48Z,47.4802096,-53.0090623,114.8294,145,13,0,6,P-GPS
78300,2022-02-22T19:13:48Z,47.48020957,-53.00906381,113.845148,145,12,0,6,P-GPS
78400,2022-02-22T19:13:48Z,47.48020961,-53.00906513,112.532812,145,12,0,6,P-GPS
78500,2022-02-22T19:13:49Z,47.48020936,-53.00906581,111.54856,145,14,0,6,P-GPS
78600,2022-02-22T19:13:49Z,47.4802092,-53.00906631,110.564308,145,14,0,6,P-GPS
78700,2022-02-22T19:13:49Z,47.48020875,-53.00906629,109.580056,145,14,0,6,P-GPS
78800,2022-02-22T19:13:49Z,47.4802084,-53.00906611,108.595804,145,14,0,6,P-GPS
78900,2022-02-22T19:13:49Z,47.48020779,-53.00906585,107.611552,145,14,0,6,P-GPS
79000,2022-02-22T19:13:49Z,47.48020731,-53.00906567,106.955384,145,14,0,6,P-GPS
79100,2022-02-22T19:13:49Z,47.48020651,-53.00906585,105.971132,145,14,0,6,P-GPS
79200,2022-02-22T19:13:49Z,47.48020588,-53.0090662,105.314964,145,14,0,6,P-GPS
79300,2022-02-22T19:13:50Z,47.48020514,-53.00906718,104.98688,145,13,0,6,P-GPS
79400,2022-02-22T19:13:50Z,47.48020451,-53.00906822,104.330712,145,13,0,6,P-GPS
79500,2022-02-22T19:13:50Z,47.48020381,-53.00906984,103.674544,145,13,0,6,P-GPS
79700,2022-02-22T19:13:50Z,47.48020256,-53.00907331,103.018376,154,14,0,6,P-GPS
79800,2022-02-22T19:13:50Z,47.4802021,-53.00907488,102.362208,154,14,0,6,P-GPS
79900,2022-02-22T19:13:50Z,47.48020173,-53.00907692,102.034124,154,13,0,6,P-GPS
80000,2022-02-22T19:13:50Z,47.4802014,-53.00907855,101.377956,154,13,0,6,P-GPS
80100,2022-02-22T19:13:50Z,47.48020123,-53.0090805,100.393704,154,13,0,6,P-GPS
80200,2022-02-22T19:13:50Z,47.48020108,-53.00908226,99.737536,154,13,0,6,P-GPS
80300,2022-02-22T19:13:51Z,47.4802012,-53.00908451,98.753284,154,14,0,6,P-GPS
80400,2022-02-22T19:13:51Z,47.48020129,-53.00908665,98.097116,154,14,0,6,P-GPS
80500,2022-02-22T19:13:51Z,47.48020163,-53.00908934,97.112864,154,15,0,6,P-GPS
80600,2022-02-22T19:13:51Z,47.48020189,-53.00909206,96.456696,154,15,0,6,P-GPS
80700,2022-02-22T19:13:51Z,47.48020242,-53.0090954,95.800528,154,15,0,6,P-GPS
80800,2022-02-22T19:13:51Z,47.48020287,-53.00909874,95.14436,154,15,0,6,P-GPS
80900,2022-02-22T19:13:51Z,47.48020365,-53.00910276,94.160108,154,15,0,6,P-GPS
81000,2022-02-22T19:13:51Z,47.48020433,-53.00910674,93.50394,154,15,0,6,P-GPS
81100,2022-02-22T19:13:51Z,47.48020527,-53.00911116,92.847772,154,15,0,6,P-GPS
81200,2022-02-22T19:13:51Z,47.48020612,-53.0091157,92.191604,154,15,0,6,P-GPS
81300,2022-02-22T19:13:51Z,47.48020727,-53.00912052,91.535436,154,15,0,6,P-GPS
81400,2022-02-22T19:13:51Z,47.48020833,-53.00912547,91.207352,154,15,0,6,P-GPS
81500,2022-02-22T19:13:52Z,47.48020975,-53.00913082,90.551184,154,15,0,6,P-GPS
81600,2022-02-22T19:13:52Z,47.48021101,-53.00913607,89.895016,154,15,0,6,P-GPS
81700,2022-02-22T19:13:52Z,47.48021248,-53.00914133,89.238848,154,15,0,6,P-GPS
81800,2022-02-22T19:13:52Z,47.48021385,-53.00914676,88.58268,154,15,0,6,P-GPS
81900,2022-02-22T19:13:52Z,47.48021545,-53.00915232,87.926512,154,14,0,6,P-GPS
82000,2022-02-22T19:13:52Z,47.48021688,-53.00915777,87.270344,154,14,0,6,P-GPS
82100,2022-02-22T19:13:52Z,47.48021852,-53.00916326,86.614176,154,14,0,6,P-GPS
82200,2022-02-22T19:13:52Z,47.48021997,-53.00916862,86.286092,154,14,0,6,P-GPS
82300,2022-02-22T19:13:53Z,47.48022142,-53.00917382,85.629924,154,14,0,6,P-GPS
82400,2022-02-22T19:13:53Z,47.48022272,-53.0091789,84.973756,154,14,0,6,P-GPS
82500,2022-02-22T19:13:53Z,47.48022399,-53.00918355,83.989504,154,14,0,6,P-GPS
82600,2022-02-22T19:13:53Z,47.48022517,-53.00918822,83.333336,154,14,0,6,P-GPS
82700,2022-02-22T19:13:53Z,47.48022621,-53.00919241,82.677168,154,14,0,6,P-GPS
82800,2022-02-22T19:13:53Z,47.48022715,-53.00919646,82.021,154,14,0,6,P-GPS
82900,2022-02-22T19:13:53Z,47.48022802,-53.00920045,81.364832,154,14,0,6,P-GPS
83000,2022-02-22T19:13:53Z,47.48022881,-53.0092042,80.708664,154,14,0,6,P-GPS
83100,2022-02-22T19:13:53Z,47.48022928,-53.0092071,80.052496,154,14,0,6,P-GPS
83200,2022-02-22T19:13:53Z,47.4802297,-53.00920968,79.396328,154,14,0,6,P-GPS
83300,2022-02-22T19:13:54Z,47.48022966,-53.00921122,78.74016,154,15,0,6,P-GPS
83400,2022-02-22T19:13:54Z,47.48022962,-53.00921256,78.412076,154,15,0,6,P-GPS
83500,2022-02-22T19:13:54Z,47.48022903,-53.00921304,77.755908,154,15,0,6,P-GPS
83600,2022-02-22T19:13:54Z,47.48022857,-53.00921348,77.09974,154,15,0,6,P-GPS
83700,2022-02-22T19:13:54Z,47.48022751,-53.00921299,76.443572,154,15,0,6,P-GPS
83800,2022-02-22T19:13:54Z,47.48022668,-53.00921259,76.115488,154,15,0,6,P-GPS
83900,2022-02-22T19:13:54Z,47.48022541,-53.0092117,75.45932,154,15,0,6,P-GPS
84000,2022-02-22T19:13:54Z,47.48022444,-53.00921096,75.131236,154,15,0,6,P-GPS
84100,2022-02-22T19:13:54Z,47.48022346,-53.00921059,74.803152,154,15,0,6,P-GPS
84300,2022-02-22T19:13:55Z,47.48022201,-53.00921005,74.475068,163,12,0,6,P-GPS
84400,2022-02-22T19:13:55Z,47.48022154,-53.0092098,74.146984,163,15,0,6,P-GPS
84500,2022-02-22T19:13:55Z,47.48022117,-53.00920996,73.8189,163,13,0,6,P-GPS
84600,2022-02-22T19:13:55Z,47.48022088,-53.00920988,73.490816,163,15,0,6,P-GPS
84700,2022-02-22T19:13:55Z,47.48022087,-53.00921044,73.162732,163,13,0,6,P-GPS
84800,2022-02-22T19:13:55Z,47.48022087,-53.00921095,72.506564,163,14,0,6,P-GPS
84900,2022-02-22T19:13:55Z,47.4802208,-53.00921112,72.17848,163,14,0,6,P-GPS
85000,2022-02-22T19:13:55Z,47.48022084,-53.00921157,71.522312,163,14,0,6,P-GPS
85100,2022-02-22T19:13:55Z,47.48022083,-53.00921182,70.866144,163,14,0,6,P-GPS
85200,2022-02-22T19:13:55Z,47.48022088,-53.00921216,70.53806,163,14,0,6,P-GPS
85400,2022-02-22T19:13:55Z,47.48022087,-53.00921234,69.225724,163,14,0,6,P-GPS
85500,2022-02-22T19:13:56Z,47.48022084,-53.00921255,68.569556,163,14,0,6,P-GPS
85700,2022-02-22T19:13:56Z,47.48022063,-53.00921296,67.25722,163,14,0,6,P-GPS
85800,2022-02-22T19:13:56Z,47.48022049,-53.00921333,66.601052,163,14,0,6,P-GPS
85900,2022-02-22T19:13:56Z,47.48022033,-53.00921395,65.944884,163,15,0,6,P-GPS
86000,2022-02-22T19:13:56Z,47.48022012,-53.00921457,65.6168,163,15,0,6,P-GPS
86100,2022-02-22T19:13:56Z,47.4802199,-53.00921549,65.288716,163,15,0,6,P-GPS
86200,2022-02-22T19:13:56Z,47.48021966,-53.00921647,64.960632,163,15,0,6,P-GPS
86300,2022-02-22T19:13:56Z,47.4802195,-53.0092177,64.632548,163,15,0,6,P-GPS
86400,2022-02-22T19:13:56Z,47.48021939,-53.00921907,63.97638,163,15,0,6,P-GPS
86500,2022-02-22T19:13:57Z,47.48021948,-53.00922072,63.648296,163,15,0,6,P-GPS
86600,2022-02-22T19:13:57Z,47.48021965,-53.0092225,63.320212,163,15,0,6,P-GPS
